"","X1","block","treat","pop","eeF_mod","eeM_mod","WTF_mod","WTM_mod","totF_mod","totM_mod","totee_mod","totWT_mod","total_mod"
"180",182,2,2,5,11,12,9.15094339622642,9.68085106382979,9.72727272727273,10.7471264367816,11.625,9.4,12
"181",183,2,2,5,10.2941176470588,11.7142857142857,9.66666666666666,10.4210526315789,10.2,11.1,11.3050847457627,10.3658536585366,11.7142857142857
"182",184,2,1,6,8.4,10.9574468085106,9.54054054054054,10.9636363636364,9.02985074626866,10.9607843137255,9.96103896103896,10.3913043478261,10.9574468085106
"183",185,2,2,1,8.375,9.69565217391304,4.27272727272727,4.42857142857142,6.7037037037037,7.7027027027027,9.15384615384615,4.35999999999999,9.69565217391304
"184",186,2,1,6,9.25,10.2307692307692,7.66666666666667,8.33333333333333,8.57142857142857,8.80769230769231,9.68965517241379,8.17647058823529,10.2307692307692
"185",187,2,1,6,10.25,10.7692307692308,10.3617021276596,10.3214285714286,10.3164556962025,10.537037037037,10.5714285714286,10.3398058252427,10.7692307692308
"186",188,2,1,6,10.9459459459459,11.2068965517241,10.6417910447761,10.9076923076923,10.75,11.0487804878049,11.1052631578947,10.7727272727273,11.2068965517241
"187",189,2,1,6,10.7260273972603,11.52,11.5660377358491,11.7529411764706,11.2234636871508,11.6666666666667,11.0487804878049,11.6492146596859,11.52
"188",190,2,1,6,11.5217391304348,11.1904761904762,11.2372881355932,10.4857142857143,11.3619047619048,10.75,11.4179104477612,10.9574468085106,11.1904761904762
"189",191,2,1,6,11.0215053763441,11.9333333333333,11.7901234567901,11.7407407407407,11.3793103448276,11.8611111111111,11.4699453551913,11.7703703703704,11.9333333333333
"190",192,2,1,6,9.44444444444444,10.7741935483871,10.5714285714286,11.0816326530612,10.0693069306931,10.9099099099099,10.214953271028,10.8095238095238,10.7741935483871
"191",193,2,1,6,9.12903225806451,11,10.1842105263158,11.3013698630137,9.8785046728972,11.1428571428571,10.4821428571429,10.7315436241611,11
"192",194,2,1,6,11.9411764705882,12.095652173913,11.2941176470588,11,11.6176470588235,11.7241379310345,12.0382513661202,11.1574803149606,12.095652173913
"193",195,2,1,6,10.469387755102,11.1153846153846,11.4347826086957,11.5647058823529,11.0338983050847,11.3941605839416,10.8019801980198,11.5064935064935,11.1153846153846
"194",196,2,2,1,11.078431372549,12.1325301204819,9.90196078431372,11.2816901408451,10.4901960784314,11.7402597402597,11.7313432835821,10.7049180327869,12.1325301204819
"195",197,2,1,6,10.6774193548387,11.48,9.90196078431372,10.8378378378378,10.3274336283186,11.2068965517241,11.0357142857143,10.2954545454545,11.48
"196",198,2,1,7,12.1836734693878,11.5,10.6333333333333,11.4,11.5949367088608,11.4545454545455,11.8941176470588,11.0166666666667,11.5
"197",199,2,1,7,11.7012987012987,12,11.3733333333333,12.2941176470588,11.5394736842105,12.2032520325203,11.8,11.8625,12
"198",200,2,1,7,11.5116279069767,11.5416666666667,10.9487179487179,11.1818181818182,11.2439024390244,11.3950617283951,11.5274725274725,11.0555555555556,11.5416666666667
"199",201,2,1,7,11.2921348314607,8.56923076923077,10.032967032967,11.075,10.6555555555556,9.95172413793103,10.1428571428571,10.5204678362573,8.56923076923077
"200",202,2,1,7,10.5555555555556,10.3846153846154,11.4848484848485,11.2439024390244,11.1081081081081,10.7634408602151,10.4639175257732,11.392523364486,10.3846153846154
"201",203,2,1,7,8.47058823529412,8.11111111111111,9.66666666666666,7.5,8.83673469387755,7.82352941176471,8.34615384615384,8.54838709677419,8.11111111111111
"202",204,2,1,7,11.781954887218,10.5824175824176,10.8989898989899,10.5111111111111,11.4051724137931,10.5469613259669,11.2946428571429,10.7142857142857,10.5824175824176
"203",205,2,1,7,10.0857142857143,9.57142857142857,6.19999999999999,8.57894736842105,9.22222222222222,9.17021276595745,9.85714285714286,7.75862068965517,9.57142857142857
"204",206,2,1,7,7.89655172413793,10.6326530612245,8.9375,7.72,8.44262295081967,9.64864864864865,9.61538461538461,8.40350877192982,10.6326530612245
"205",207,2,2,1,11.093023255814,12.6603773584906,9.38888888888889,10.5211267605634,10.3164556962025,11.4354838709677,11.9583333333333,10.1401869158878,12.6603773584906
"206",208,2,1,7,12.5294117647059,12.4146341463415,12.5412844036697,11.9873417721519,12.5375,12.2049689440994,12.4586466165414,12.3085106382979,12.4146341463415
"207",209,2,1,8,10.9354838709677,11.6274509803922,11.5161290322581,12.3333333333333,11.2258064516129,11.9333333333333,11.3658536585366,11.9714285714286,11.6274509803922
"208",210,2,1,8,8.54838709677419,10.8378378378378,10.9024390243902,11.1960784313726,9.88888888888889,11.0454545454545,9.79411764705882,11.0652173913043,10.8378378378378
"209",211,2,1,8,10,9.91666666666667,9.81818181818181,11.1276595744681,9.88,10.5157894736842,9.95121951219512,10.3628318584071,9.91666666666667
"210",212,2,1,8,7.84210526315789,9.89473684210526,9.51282051282051,9.66666666666666,8.96551724137931,9.82142857142857,9.21052631578947,9.56140350877193,9.89473684210526
"211",213,2,1,8,10,7.21428571428571,9.88888888888889,10.3968253968254,9.94117647058823,9.41758241758242,8.85294117647059,10.1851851851852,7.21428571428571
"212",214,2,1,8,10.0731707317073,10.5764705882353,10.1372549019608,9.51851851851852,10.1086956521739,10.1654676258993,10.4126984126984,9.81904761904762,10.5764705882353
"213",215,2,1,8,10.030303030303,9.92857142857143,11.025,11.4,10.5753424657534,10.6576576576577,9.98360655737705,11.1777777777778,9.92857142857143
"214",216,2,1,8,8.8,10.6666666666667,11.5333333333333,9.66666666666666,9.97142857142857,10.3333333333333,9.68421052631579,10.8333333333333,10.6666666666667
"215",217,2,1,8,10.2307692307692,10.5,9.31578947368421,9.83333333333333,9.6875,10.1363636363636,10.3939393939394,9.6046511627907,10.5
"216",218,2,2,1,10.8723404255319,12.1538461538462,10.4358974358974,10.8928571428571,10.6744186046512,11.2926829268293,11.3287671232877,10.7052631578947,12.1538461538462
"217",219,2,1,8,11.2142857142857,10.52,9.5,11.972972972973,10.5,11.3870967741935,10.8867924528302,11.1052631578947,10.52
"218",220,2,1,8,9.94117647058824,11,9.21621621621621,12.3333333333333,9.44444444444444,11.8163265306122,10.5,10.6119402985075,11
"219",221,2,1,8,10.75,11,10.7894736842105,10.952380952381,10.7627118644068,10.9655172413793,10.8214285714286,10.9016393442623,11
"220",222,2,1,9,11.6206896551724,11.0555555555556,10.4871794871795,11.1818181818182,11.1649484536082,11.1102362204724,11.3076923076923,10.8936170212766,11.0555555555556
"221",223,2,1,9,9.875,6.2,8.66666666666667,5.63157894736841,9.35714285714286,6,7.95522388059701,7.32558139534884,6.2
"222",224,2,1,9,8.25925925925926,10.6595744680851,9.05263157894737,10.8823529411765,8.72307692307692,10.7913043478261,9.78378378378378,10.2264150943396,10.6595744680851
"223",225,2,1,9,11.6172839506173,12.0222222222222,11.4347826086957,12.0144927536232,11.5202312138728,12.0188679245283,11.8304093567251,11.6832298136646,12.0222222222222
"224",226,2,1,9,9.8,10.6551724137931,7.82352941176471,11.3859649122807,9.08510638297872,11.1395348837209,10.2203389830508,10.5675675675676,10.6551724137931
"225",227,2,1,9,9.5,9.47058823529412,3.44444444444445,11.1904761904762,7.62068965517241,10.4210526315789,9.48648648648649,8.86666666666667,9.47058823529412
"226",228,2,1,9,11.4722222222222,11.4583333333333,11.1363636363636,11.8076923076923,11.3448275862069,11.64,11.4666666666667,11.5,11.4583333333333
