"","X1","block","treat","pop","eeF_mod","eeM_mod","WTF_mod","WTM_mod","totF_mod","totM_mod","totee_mod","totWT_mod","total_mod"
"70",70,1,2,5,12.3111111111111,12.5151515151515,11.6753246753247,11.864406779661,12.0179640718563,12.1612903225806,12.4179894179894,11.7897435897436,12.5151515151515
"71",71,1,1,6,12.125,13.3636363636364,11.8965517241379,12.3076923076923,11.9777777777778,12.6216216216216,12.6296296296296,12.0909090909091,13.3636363636364
"72",72,1,1,6,12.1351351351351,11.7435897435897,12.4505494505495,12.1397849462366,12.359375,11.9590643274854,11.8695652173913,12.2934782608696,11.7435897435897
"73",73,1,1,6,11.9166666666667,12.3846153846154,9.70588235294118,11.7368421052632,11,12.0649350649351,12.2063492063492,11.1090909090909,12.3846153846154
"74",74,1,1,6,10.4285714285714,11.6451612903226,11.2,11.4788732394366,11,11.5294117647059,11.2666666666667,11.3783783783784,11.6451612903226
"75",75,1,1,6,11.8484848484848,12.1794871794872,10.3333333333333,11.3243243243243,11.1666666666667,11.7631578947368,12.0277777777778,10.90625,12.1794871794872
"76",76,1,1,6,11.1052631578947,12.4761904761905,10.8666666666667,11.5925925925926,11.0555555555556,12.1304347826087,11.6868686868687,11.3333333333333,12.4761904761905
"77",77,1,1,6,11.7692307692308,11.8888888888889,11.5,12.9166666666667,11.6567164179104,12.4761904761905,11.8070175438596,12.1538461538462,11.8888888888889
"78",78,1,1,6,12.5555555555556,12.925,12.9770114942529,12.9480519480519,12.8333333333333,12.9363057324841,12.792,12.9634146341463,12.925
"79",79,1,1,7,11.3214285714286,11.9814814814815,11.7142857142857,12.1063829787234,11.5178571428571,12.0193548387097,11.7560975609756,11.8932038834951,11.9814814814815
"80",81,1,1,7,12.4,12.5471698113208,12.5942028985507,12.5675675675676,12.5038759689922,12.5590551181102,12.4690265486726,12.5804195804196,12.5471698113208
"81",82,1,1,7,12.672131147541,12.9487179487179,12.9611650485437,13.1714285714286,12.8536585365854,13.0540540540541,12.8273381294964,13.0462427745665,12.9487179487179
"82",83,1,1,7,12.4965986394558,12.6811594202899,12.5211267605634,12.4838709677419,12.5045871559633,12.587786259542,12.5555555555556,12.5037593984962,12.6811594202899
"83",85,1,1,7,12.1076923076923,12.9024390243902,12.3451327433628,12.921568627451,12.2584269662921,12.9130434782609,12.4150943396226,12.5243902439024,12.9024390243902
"84",86,1,1,7,12.0526315789474,12.4146341463415,12.8305084745763,12.4418604651163,12.5257731958763,12.4285714285714,12.2405063291139,12.6666666666667,12.4146341463415
"85",87,1,1,7,12.887323943662,12.7083333333333,12.1594202898551,12.8275862068966,12.5285714285714,12.7735849056604,12.8151260504202,12.4645669291339,12.7083333333333
"86",88,1,1,8,11.5365853658537,12.3684210526316,11.7368421052632,11.8888888888889,11.6329113924051,12.1351351351351,12.0204081632653,11.8260869565217,12.3684210526316
"87",89,1,1,8,11.75,10.2941176470588,11,9.66666666666666,11.3214285714286,10.0769230769231,11.1463414634146,10.7073170731707,10.2941176470588
"88",90,1,1,8,10.2307692307692,11.962962962963,9.68571428571428,11.4545454545455,9.91803278688525,11.734693877551,11.1132075471698,10.3684210526316,11.962962962963
"89",91,1,2,1,12.4814814814815,13.093023255814,12.0731707317073,12.3454545454545,12.2352941176471,12.6734693877551,12.8571428571429,12.2291666666667,13.093023255814
"90",92,1,1,8,11.1224489795918,11.7368421052632,11.9705882352941,10.4090909090909,11.6153846153846,11.0243902439024,11.3908045977011,11.3571428571429,11.7368421052632
"91",93,1,1,8,11.6885245901639,11,11.9791666666667,12.7878787878788,11.8662420382166,11.9752066115702,11.3620689655172,12.3086419753086,11
"92",94,1,1,8,12.1428571428571,13,12.0434782608696,12.5,12.1139240506329,12.7142857142857,12.2258064516129,12.1612903225806,13
"93",95,1,1,8,12.2325581395349,12.6470588235294,12.4794520547945,12.8928571428571,12.3459119496855,12.8,12.35,12.6589147286822,12.6470588235294
"94",96,1,1,8,10.7692307692308,11.8196721311475,11.8823529411765,11.9354838709677,11.4,11.8780487804878,11.5057471264368,11.9166666666667,11.8196721311475
"95",97,1,1,8,12.8857142857143,12.8181818181818,12.7631578947368,12.9245283018868,12.8219178082192,12.8655462184874,12.8529411764706,12.8294573643411,12.8181818181818
"96",98,1,1,8,12.5172413793103,12.8,11.7254901960784,12.093023255814,12.0899470899471,12.4897959183673,12.6751269035533,11.8936170212766,12.8
"97",99,1,1,8,10.6363636363636,11.1333333333333,10.8857142857143,10.9487179487179,10.7894736842105,11.0289855072464,10.9230769230769,10.9189189189189,11.1333333333333
"98",100,1,1,8,11.5238095238095,11.6071428571429,10.8518518518519,12.3023255813953,11.3603603603604,11.9090909090909,11.5571428571429,11.7428571428571,11.6071428571429
"99",101,1,1,9,12.5555555555556,12.5714285714286,12.3150684931507,11.5652173913043,12.4344827586207,12.0454545454545,12.5614035087719,12.0252100840336,12.5714285714286
"100",102,1,2,1,12.4545454545455,11.9677419354839,11.5185185185185,11,11.9387755102041,11.6666666666667,12.1698113207547,11.3414634146341,11.9677419354839
"101",103,1,1,9,12.2682926829268,12.0344827586207,11.9830508474576,12.5087719298246,12.1,12.3488372093023,12.1714285714286,12.2413793103448,12.0344827586207
"102",104,1,1,9,13.2142857142857,12.3913043478261,12.6631578947368,12.825,12.9217877094972,12.6241610738255,12.843137254902,12.7371428571429,12.3913043478261
"103",105,1,1,9,12,12.2727272727273,12.0967741935484,12.3207547169811,12.0526315789474,12.3125,12.0810810810811,12.2380952380952,12.2727272727273
"104",106,1,1,9,12.219512195122,12.72,12.6363636363636,12.4814814814815,12.4352941176471,12.5961538461538,12.4945054945055,12.5510204081633,12.72
"105",107,1,1,9,12.0508474576271,12.8591549295775,11.8045977011494,12.7297297297297,11.9041095890411,12.8148148148148,12.4923076923077,12.0806451612903,12.8591549295775
"106",108,1,1,9,11.1860465116279,12.0285714285714,11.6666666666667,12.7826086956522,11.3714285714286,12.4567901234568,11.5641025641026,12.3698630136986,12.0285714285714
"107",109,1,1,9,12.2527472527473,12.6486486486486,12.0909090909091,11.96,12.1917808219178,12.3020134228188,12.430303030303,12.0153846153846,12.6486486486486
"108",110,1,1,9,11.3018867924528,11.5714285714286,11.5098039215686,11.9642857142857,11.4038461538462,11.8131868131868,11.4090909090909,11.7476635514019,11.5714285714286
"109",111,1,1,9,12.1315789473684,12.5802469135802,12.0714285714286,12.2121212121212,12.1,12.3777777777778,12.3630573248408,12.1475409836066,12.5802469135802
"110",112,1,1,9,11.989247311828,12.3125,12.5897435897436,12.1641791044776,12.1666666666667,12.236641221374,12.1210191082803,12.3207547169811,12.3125
"111",113,2,2,1,11.2631578947368,12.0769230769231,10,10.5757575757576,10.7058823529412,11.3206106870229,11.6382978723404,10.3015873015873,12.0769230769231
"112",114,2,2,1,11.4897959183673,10.7692307692308,10.125,10.8095238095238,10.9506172839506,10.7913043478261,11.1188118811881,10.5789473684211,10.7692307692308
"113",115,2,1,9,10.8695652173913,9.66666666666666,8.57894736842105,10.2307692307692,10.2,10.125,10.7307692307692,9.53333333333333,9.66666666666666
"114",116,2,1,9,9.59459459459459,8.1,8.45454545454545,10.2307692307692,9.33333333333333,9.30434782608696,9.07017543859649,9.7027027027027,8.1
"115",117,2,1,9,11.4507042253521,12,11.1261261261261,12.2363636363636,11.2527472527473,12.0702702702703,11.8059701492537,11.4939759036145,12
"116",118,2,1,9,11,10.3454545454545,10.7333333333333,10.8867924528302,10.8681318681319,10.6111111111111,10.6435643564356,10.8163265306122,10.3454545454545
"117",119,2,1,9,10.8666666666667,10.4117647058824,10.9459459459459,10.6744186046512,10.9024390243902,10.5584415584416,10.6708860759494,10.8,10.4117647058824
"118",120,2,1,10,8.59090909090909,8.38461538461538,7,8.57142857142857,8,8.48148148148148,8.51428571428571,7.81481481481481,8.38461538461538
"119",121,2,1,10,11.3529411764706,11.4912280701754,10.8823529411765,10.7090909090909,11.1176470588235,11.1071428571429,11.4259259259259,10.7924528301887,11.4912280701754
"120",122,2,1,10,10.7551020408163,11.16,9.13793103448276,11.4571428571429,9.8785046728972,11.3333333333333,10.959595959596,10.40625,11.16
"121",123,2,1,10,11,11.5217391304348,8.09090909090909,11.1,9.31578947368421,11.3255813953488,11.3870967741935,10.0322580645161,11.5217391304348
"122",124,2,1,10,10.8620689655172,11.0240963855422,11.2409638554217,9.89473684210526,11.0851063829787,10.6694214876033,10.9574468085106,10.8181818181818,11.0240963855422
"123",125,2,2,1,10.3142857142857,11.2162162162162,4.42857142857142,9.08695652173913,8.63265306122449,10.0361445783133,10.7777777777778,8,11.2162162162162
"124",126,2,1,10,10.2,9.04651162790698,2.69230769230768,6.17647058823529,8.16666666666667,8.23333333333333,9.56410256410256,4.66666666666667,9.04651162790698
"125",127,2,1,10,10.5294117647059,10.8235294117647,9.15384615384615,10.6,10.0280373831776,10.7345132743363,10.6764705882353,9.92857142857143,10.8235294117647
"126",128,2,1,10,11.6,10.7297297297297,10.5813953488372,11.2222222222222,11,11.021978021978,11.1194029850746,10.9381443298969,10.7297297297297
"127",129,2,1,10,9.4,9.90322580645161,8.10344827586207,10.3658536585366,8.8125,10.1666666666667,9.63636363636364,9.42857142857143,9.90322580645161
"128",130,2,1,10,10.6923076923077,11.7619047619048,10,10.5483870967742,10.3698630136986,11.2465753424658,11.2469135802469,10.2615384615385,11.7619047619048
"129",131,2,1,10,9,11.1111111111111,8.375,11.0454545454545,8.52380952380952,11.075,10.8536585365854,10.3333333333333,11.1111111111111
"130",132,2,1,10,10.5769230769231,10.859649122807,9.30434782608696,11.5625,9.97959183673469,11.1123595505618,10.7247706422018,10.2307692307692,10.859649122807
"131",133,2,2,1,11.5116279069767,11.3666666666667,7.84210526315789,9.09302325581396,9.79012345679012,10.4174757281553,11.4271844660194,8.50617283950617,11.3666666666667
"132",134,2,2,2,12.52,11.3666666666667,10.4137931034483,10.6666666666667,11.6015037593985,10.9466666666667,12.0074074074074,10.5675675675676,11.3666666666667
"133",135,2,2,2,11.3076923076923,12.6428571428571,10.125,10.8857142857143,10.6551724137931,11.6666666666667,12.219512195122,10.6470588235294,12.6428571428571
"134",136,2,2,2,9.66666666666666,11.8,9.66666666666666,10.2941176470588,9.66666666666666,11,11.4444444444444,10.2,11.8
"135",137,2,2,2,11.7843137254902,11.3414634146341,9.6829268292683,10.6666666666667,10.8478260869565,10.9578947368421,11.5869565217391,10.2421052631579,11.3414634146341
"136",138,2,2,2,11.6829268292683,11.9642857142857,6.7037037037037,10.6666666666667,9.70588235294117,11.3272727272727,11.8453608247423,9.34567901234568,11.9642857142857
"137",139,2,2,2,10.2571428571429,11.3529411764706,7.53846153846154,8.08333333333333,9.52083333333333,10.3066666666667,10.7190082644628,7.8,11.3529411764706
"138",140,2,2,2,11.3829787234043,13.1818181818182,10.3584905660377,10.969696969697,10.84,11.5227272727273,11.9565217391304,10.6974789915966,13.1818181818182
"139",141,2,2,1,9.47058823529412,10.8787878787879,9.93333333333333,11.1666666666667,9.76595744680851,10.9555555555556,10.4,10.2857142857143,10.8787878787879
"140",142,2,2,2,12.8260869565217,12.7826086956522,11.741935483871,11.9545454545455,12.0352941176471,12.3777777777778,12.7971014492754,11.8301886792453,12.7826086956522
"141",143,2,2,2,12.2608695652174,12.95,11.5142857142857,11.2631578947368,11.9382716049383,11.8448275862069,12.5813953488372,11.3423423423423,12.95
"142",144,2,2,2,12.2083333333333,11.8363636363636,10.0666666666667,10.015873015873,11.1720430107527,10.864406779661,12.0097087378641,10.037037037037,11.8363636363636
"143",145,2,2,3,11.76,11.9142857142857,10.4285714285714,10.8235294117647,11.0566037735849,11.3768115942029,11.8235294117647,10.5777777777778,11.9142857142857
"144",146,2,2,3,10.8947368421053,12.219512195122,6.16666666666666,8.4074074074074,9.76,10.7058823529412,11.5822784810127,7.71794871794872,12.219512195122
"145",147,2,2,3,11.6792452830189,11.5217391304348,10.2,10.9411764705882,10.8938053097345,11.1754385964912,11.6315789473684,10.468085106383,11.5217391304348
"146",148,2,2,3,11.5797101449275,11.9107142857143,10.2307692307692,11.4705882352941,11,11.7444444444444,11.7845303867403,10.9333333333333,11.9107142857143
"147",149,2,2,3,10.6129032258065,10.8461538461538,9.05970149253731,9.92857142857143,9.8062015503876,10.3052631578947,10.7029702970297,9.45528455284553,10.8461538461538
"148",150,2,2,3,12.2083333333333,11.8108108108108,10.7402597402597,10.4929577464789,11.304,10.9444444444444,12.0352941176471,10.6216216216216,11.8108108108108
"149",151,2,2,3,12.1333333333333,12.1666666666667,10.6949152542373,11.4927536231884,11.4201680672269,11.8368794326241,12.1515151515152,11.125,12.1666666666667
"150",152,2,2,1,10.2307692307692,0.599999999999987,9.66666666666666,1.72727272727271,10.0243902439024,1.375,8.6774193548387,6.30769230769231,0.599999999999987
"151",153,2,2,3,11.8888888888889,12.2380952380952,8.31147540983606,9.62962962962963,10.2481203007519,10.7708333333333,12.0175438596491,8.93043478260869,12.2380952380952
"152",154,2,2,3,11.1666666666667,12.25,11.0555555555556,8.11111111111111,11.1190476190476,10.76,11.6,10.0740740740741,12.25
"153",155,2,2,3,11.3414634146341,11.8636363636364,9.41025641025641,10.9148936170213,10.4,11.3736263736264,11.6117647058824,10.2325581395349,11.8636363636364
"154",156,2,2,3,11.1555555555556,11.4313725490196,8.1,10.7377049180328,10.6,11.0535714285714,11.2553191489362,10.0864197530864,11.4313725490196
"155",157,2,2,3,12.3,11.8571428571429,10.2463768115942,11.3529411764706,11.2015503875969,11.5,12.1590909090909,10.7956204379562,11.8571428571429
"156",158,2,2,4,11.0597014925373,11.0294117647059,11.4303797468354,9.78787878787879,11.2602739726027,10.6237623762376,11.0444444444444,10.9464285714286,11.0294117647059
"157",159,2,2,4,10.8352941176471,10.6666666666667,7.23529411764705,10.2098765432099,10.2352941176471,10.4248366013072,10.7579617834395,9.69387755102041,10.6666666666667
"158",160,2,2,4,7.72,10.4782608695652,7.33333333333333,6.7,7.55813953488372,8.72093023255814,9.04166666666667,7,10.4782608695652
"159",161,2,2,4,11.3846153846154,11.2456140350877,11.8264462809917,11.4761904761905,11.6532663316583,11.3829787234043,11.3259259259259,11.6829268292683,11.2456140350877
"160",162,2,2,4,9.96,10.219512195122,9.97872340425532,8.07142857142857,9.97222222222222,9.34782608695652,10.1212121212121,9.26666666666666,10.219512195122
"161",163,2,2,1,10.84,10.2857142857143,5.6086956521739,10.3589743589744,9.19178082191781,10.3283582089552,10.5471698113208,9.27722772277228,10.2857142857143
"162",164,2,2,4,9.25925925925926,8.72413793103448,10.6551724137931,9.23529411764706,9.98214285714286,9.05,9.0722891566265,9.99082568807339,8.72413793103448
"163",165,2,2,4,11.0425531914894,12.3924050632911,10.2075471698113,10.7,10.6,11.6618705035971,11.8888888888889,10.4690265486726,12.3924050632911
"164",166,2,2,4,11.4186046511628,11.3448275862069,11.1311475409836,11.0754716981132,11.25,11.2162162162162,11.3762376237624,11.1052631578947,11.3448275862069
"165",167,2,2,4,9.98591549295775,10.5897435897436,9.8,9.61224489795918,9.93069306930693,10.0454545454545,10.2,9.68354430379747,10.5897435897436
"166",168,2,2,4,9.81481481481481,8.46153846153846,8.1,8.30434782608696,9.08510638297872,8.38775510204082,9.15094339622642,8.2093023255814,8.46153846153846
"167",169,2,2,4,9.66666666666666,11.2564102564103,9.88235294117647,9.66666666666666,9.8,10.4933333333333,10.7,9.77142857142857,11.2564102564103
"168",170,2,2,4,11.5757575757576,11.6172839506173,11.7307692307692,11.1651376146789,11.6440677966102,11.3578947368421,11.5986394557823,11.3478260869565,11.6172839506173
"169",171,2,2,5,12.4146341463415,12.1627906976744,10.8867924528302,11.1052631578947,11.5531914893617,11.56,12.2857142857143,11,12.1627906976744
"170",172,2,2,5,11.7586206896552,11.6666666666667,7.33333333333333,10,11,10.7627118644068,11.7142857142857,9.57894736842105,11.6666666666667
"171",173,2,2,5,10.5217391304348,11.1363636363636,7.64516129032258,9.15384615384615,9.36363636363636,10.6842105263158,10.8222222222222,8.09090909090909,11.1363636363636
"172",174,2,2,1,9.88888888888889,9.66666666666666,10.0666666666667,10.972972972973,10,10.8313253012048,9.81481481481481,10.7115384615385,9.66666666666666
"173",175,2,2,5,10.5625,11.0833333333333,7.33333333333333,10.4210526315789,9.68181818181818,10.7906976744186,10.875,9.68,11.0833333333333
"174",176,2,2,5,11.6274509803922,12.5714285714286,10.8518518518519,9.66666666666666,11.3589743589744,11.2307692307692,11.8307692307692,10.4871794871795,12.5714285714286
"175",177,2,2,5,11.7912087912088,11.2352941176471,10.6666666666667,10.3898305084746,11.605504587156,10.6989247311828,11.64,10.4545454545455,11.2352941176471
"176",178,2,2,5,12,11.9444444444444,10.0769230769231,9.92682926829268,10.8372093023256,10.5423728813559,11.9714285714286,9.98507462686567,11.9444444444444
"177",179,2,2,5,12,11.9,10.5862068965517,11.1818181818182,11.0238095238095,11.5753424657534,11.9393939393939,10.8021978021978,11.9
"178",180,2,2,5,10.7551020408163,11.6060606060606,10,11,10.4567901234568,11.3076923076923,11.0975609756098,10.5,11.6060606060606
"179",181,2,2,5,11.75,11.9333333333333,10.4210526315789,10.0666666666667,10.9354838709677,10.8133333333333,11.8518518518519,10.2289156626506,11.9333333333333
